institute_id,institute_name,institute_fee,institute_reputation,institute_campus_job_placement_pct,institute_campus_area,score_cut_off,total_no_of_students,applied_no_of_students,declined_no_of_student_pct,accepted_no_of_student_pct
PANJ448,Georgia Gwinnett College,153803.64,3.2,78.44,229.42,76.46,3580,54792,93.47,6.53
DDDN155,Augusta University,234341.17,6.8,61.45,169.89,76.4,2935,15235,80.74,19.26
TSSN746,"University of California, Merced (UC Merced)",193661.13,8.7,84.05,159.55,75.14,3136,54778,94.28,5.72
ADND134,Eastern Connecticut State University (ECSU),188040.43,9.7,66.15,270.71,82.31,3800,11350,66.52,33.48
RRRM206,"California State University, Dominguez Hills (CSUDH)",241262.32,6.2,81.4,305.79,85.12,4517,16517,72.65,27.35
ADND178,Northern Kentucky University (NKU),164136.41,5.9,86.18,237.09,78.67,4705,38428,87.76,12.24
NNTS793,Albany State University,219576.32,5.7,80.39,291.29,77.63,4531,54180,91.64,8.36
DIAI113,University of Massachusetts Boston (UMass Boston),242158.47,8.1,69.73,329.55,86.26,4033,56437,92.85,7.15
ISNN761,"University of California, Berkeley (UC Berkeley)",207247.72,9.7,87.88,209.76,89.94,2419,17359,86.06,13.94
NDIN174,Western Connecticut State University (WCSU),244522.24,3.2,70.56,253.66,77.66,4295,26974,84.08,15.92
EEAM298,"California State University, Chico (Chico State)",184787.24,3.0,73.42,180.01,94.65,2270,15392,85.25,14.75
NNAA119,New College of Florida,243882.62,9.3,67.88,178.51,95.55,3748,35565,89.46,10.54
SITT733,"University of California, Davis (UC Davis)",150687.3,8.6,50.07,296.61,96.98,1437,42763,96.64,3.36
NNIA122,Georgia Southwestern State University (GSW),165950.69,6.1,59.69,316.64,80.0,3086,70245,95.61,4.39
TTIG644,Framingham State University,185619.73,2.9,66.14,188.23,77.61,1770,39115,95.47,4.53
DNNN200,"University of California, Santa Barbara (UC Santa Barbara)",188613.8,6.5,60.49,165.56,91.13,4152,21506,80.69,19.31
MMER214,"University of Louisville (Louisville, U of L, or UL)",205865.38,4.6,96.95,223.22,81.01,1256,18761,93.31,6.69
IAAI197,Armstrong State University,199409.97,5.1,95.5,220.76,99.08,2626,18202,85.57,14.43
TSNI719,"California State University, East Bay (CSUEB)",224324.98,5.0,52.3,224.89,94.71,2758,20441,86.51,13.49
NINI137,University of South Florida (USF),225488.74,7.2,50.98,194.01,82.19,1458,64098,97.73,2.27
JNNP430,University of West Georgia (UWG),204323.3,3.2,61.35,227.16,84.32,1204,69466,98.27,1.73
DADD172,Fort Valley State University,197955.17,3.8,93.1,288.62,94.44,4145,14735,71.87,28.13
EEAA289,University of South Florida (USF),196717.17,5.1,87.82,318.85,96.53,2311,51632,95.52,4.48
AIDI117,Clayton State University,158342.8,2.5,67.52,263.96,82.47,4049,49785,91.87,8.13
TNNT791,Florida Atlantic University (FAU),240161.57,7.1,50.43,317.82,79.08,2258,30271,92.54,7.46
NDDA125,Gordon State College,158420.62,7.2,97.5,172.46,79.54,3281,52501,93.75,6.25
ISST748,Albany State University,182422.88,1.3,54.85,209.07,84.99,4331,40488,89.30,10.70
DAID155,University of Massachusetts Lowell (UMass Lowell),234873.51,6.1,99.51,174.59,90.77,4541,17592,74.19,25.81
AMMM237,Columbus State University,212384.82,4.6,90.92,284.05,83.99,1938,13382,85.52,14.48
IADN110,Georgia College and State University,238205.31,4.3,78.49,186.79,88.85,2505,49831,94.97,5.03
AJPN476,Atlanta Metropolitan State College,157793.11,5.3,78.81,204.7,77.31,2247,20662,89.12,10.88
AAII107,"California State University, Chico (Chico State)",155632.55,9.9,63.32,247.56,99.74,3722,58960,93.69,6.31
STTS713,Bainbridge State College,200608.23,3.3,99.63,206.36,75.01,1199,39179,96.94,3.06
ANAD171,University of Florida (UF),206522.43,6.5,54.15,165.96,98.99,2672,59190,95.49,4.51
RRRM264,Florida Gulf Coast University (FGCU),221629.56,8.1,81.52,284.22,80.55,3039,19193,84.17,15.83
AIIN153,"California State University, Chico (Chico State)",171488.45,2.4,73.66,332.49,80.5,2157,31995,93.26,6.74
ISTS788,Augusta University,232153.52,9.1,87.53,207.85,94.19,3350,20472,83.64,16.36
IDDD134,Central Connecticut State University (CCSU),197792.87,7.4,59.72,216.84,83.9,1072,43784,97.55,2.45
TTSI787,"University of Louisville (Louisville, U of L, or UL)",208304.52,8.8,83.28,193.35,98.18,3933,19501,79.83,20.17
NIND135,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",202959.35,8.5,57.8,264.31,83.81,1286,25222,94.90,5.10
AMRE260,Florida International University (FIU),183125.98,8.2,65.69,179.08,84.07,3857,45266,91.48,8.52
DDDI116,University of Central Florida (UCF),238019.54,9.6,58.29,199.98,80.88,3970,67036,94.08,5.92
TIII633,"University of California, Berkeley (UC Berkeley)",164674.89,6.7,76.19,284.17,88.74,3836,55940,93.14,6.86
NAAD180,Bainbridge State College,226745.59,9.9,67.9,172.91,88.29,2060,51978,96.04,3.96
SSNN735,Northern Kentucky University (NKU),198401.59,5.8,87.16,326.7,77.27,4628,50175,90.78,9.22
IIIN175,University of Central Florida (UCF),219884.4,9.7,73.92,172.16,88.11,2157,19186,88.76,11.24
MREA213,Morehead State University,237851.81,5.7,91.8,301.22,98.84,4167,40401,89.69,10.31
AAAN185,"University of Louisville (Louisville, U of L, or UL)",180485.08,5.1,92.51,172.58,98.62,3752,20340,81.55,18.45
TSNI726,University of Georgia (UGA),208605.93,4.0,72.77,271.42,82.38,3812,59601,93.60,6.40
INDA175,Florida A&M University (Florida A&M),199288.05,1.6,81.34,235.02,91.19,2875,59015,95.13,4.87
NNJJ455,Salem State University,182138.49,4.1,84.77,201.61,96.74,3844,31198,87.68,12.32
NAIN200,"University of California, Santa Cruz (UC Santa Cruz)",202896.11,8.8,63.25,169.93,79.89,2497,57065,95.62,4.38
EAMM277,Florida Polytechnic University (Florida Poly or FPU),209898.0,3.3,86.05,285.72,95.13,3771,61646,93.88,6.12
DAID158,Worcester State University,195752.54,9.1,66.08,254.69,78.75,2841,35210,91.93,8.07
NNIT772,Florida A&M University (Florida A&M),177015.69,6.6,76.26,231.71,78.81,3031,21199,85.70,14.30
NADN104,Florida Polytechnic University (Florida Poly or FPU),232091.74,3.4,79.16,340.26,88.83,3644,11107,67.19,32.81
GGTG636,Western Connecticut State University (WCSU),231248.83,4.9,96.57,298.97,93.69,4739,43430,89.09,10.91
NIIN142,Bridgewater State University,229941.8,1.4,71.27,250.1,75.78,2096,55461,96.22,3.78
RRAA295,Western Connecticut State University (WCSU),208695.01,9.9,72.06,201.98,78.83,2132,30629,93.04,6.96
NAII133,Florida Gulf Coast University (FGCU),230730.03,9.4,81.38,167.11,91.57,2848,58496,95.13,4.87
JAAP459,Framingham State University,161247.45,5.6,70.22,312.03,80.62,1146,15561,92.64,7.36
ADAN152,Albany State University,230604.23,9.8,59.89,160.42,80.57,4198,46226,90.92,9.08
INNI789,University of Massachusetts Dartmouth (UMass Dartmouth),224715.92,7.9,96.15,155.68,78.44,1565,34532,95.47,4.53
DNDI103,Georgia Gwinnett College,173464.09,8.9,92.87,239.02,99.44,4683,65082,92.80,7.20
AERM219,Massachusetts College of Liberal Arts,189782.35,6.9,94.51,338.28,83.62,3213,24750,87.02,12.98
NNND192,University of Massachusetts Medical School,160069.08,9.2,58.11,239.76,94.92,4164,33379,87.53,12.47
INTT799,Kentucky State University,158344.95,3.0,77.3,151.97,99.49,3154,44868,92.97,7.03
ADAA148,"University of California, Santa Barbara (UC Santa Barbara)",205626.89,2.4,58.86,270.46,85.72,2674,61602,95.66,4.34
SSTN759,"University of California, Berkeley (UC Berkeley)",194445.69,2.6,53.12,259.94,97.42,4465,29644,84.94,15.06
DNIN159,New College of Florida,198722.71,3.3,74.66,344.75,78.19,3624,30155,87.98,12.02
MAMM267,Valdosta State University (VSU),181453.18,9.7,68.5,324.61,85.87,1300,21773,94.03,5.97
DNID148,University of North Florida (UNF),212534.8,2.5,98.3,220.25,76.54,4315,49491,91.28,8.72
TNTT771,Georgia Institute of Technology (Georgia Tech),218111.63,7.6,81.61,170.91,89.82,3301,69690,95.26,4.74
DAAD100,"University of California, Santa Barbara (UC Santa Barbara)",163784.08,6.5,84.04,165.06,83.18,2725,25311,89.23,10.77
NSIT723,Fitchburg State University,216003.51,4.8,50.38,265.42,75.63,3866,23879,83.81,16.19
DIDA142,University of Georgia (UGA),192621.86,2.2,84.37,200.12,87.14,2077,56171,96.30,3.70
EAER204,Massachusetts College of Liberal Arts,208332.84,3.2,82.53,158.81,79.33,1993,41597,95.21,4.79
NAIA137,University of Massachusetts Boston (UMass Boston),230769.8,4.9,78.45,247.61,78.21,4723,51451,90.82,9.18
NTTS722,Abraham Baldwin Agricultural College,214841.82,4.1,75.68,303.35,86.25,1701,50474,96.63,3.37
NNIN181,Eastern Connecticut State University (ECSU),242331.72,2.3,73.19,243.57,78.51,1692,60502,97.20,2.80
NPAP416,"California State University, Dominguez Hills (CSUDH)",161570.77,7.1,89.42,211.58,99.05,2767,51478,94.62,5.38
DDAI175,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",230778.66,9.4,60.66,199.36,95.63,1114,54193,97.94,2.06
AMMR285,Fort Valley State University,182914.2,4.9,79.34,164.63,93.81,4501,20205,77.72,22.28
ANNA140,Georgia Highlands College,212009.24,5.1,99.11,193.41,90.18,4270,24080,82.27,17.73
IIIG668,Middle Georgia State University,207762.96,6.1,58.81,291.0,86.8,3812,54380,92.99,7.01
DIND107,Florida Atlantic University (FAU),216889.2,4.2,94.23,280.68,99.89,3704,23008,83.90,16.10
SSII753,University of North Florida (UNF),186471.76,9.6,78.89,218.62,89.19,3647,24949,85.38,14.62
AANN136,Armstrong State University,198422.73,4.3,77.57,208.7,98.07,3678,60589,93.93,6.07
REAE230,University of Massachusetts Amherst (UMass Amherst),205143.46,4.8,52.01,209.46,83.59,1726,54507,96.83,3.17
NNII176,Florida Polytechnic University (Florida Poly or FPU),172528.39,6.6,66.69,175.59,83.38,2434,38515,93.68,6.32
ANJA431,Massachusetts Maritime Academy,167735.82,2.8,70.25,258.34,89.55,1734,30165,94.25,5.75
IIND199,University of Massachusetts Amherst (UMass Amherst),237859.6,3.4,63.48,154.63,77.29,1900,14249,86.67,13.33
TITT736,Savannah State University,163908.01,7.1,86.56,253.74,92.71,4195,72758,94.23,5.77
ADII198,South Georgia State College (SGSC),164202.78,2.6,78.52,242.32,92.19,3925,69130,94.32,5.68
EMAA273,"University of California, San Francisco (UCSF)",182575.41,1.6,51.45,172.92,87.52,1967,56161,96.50,3.50
DADI122,Dalton State College,208275.76,9.1,52.49,152.98,88.0,3609,73261,95.07,4.93
TNII728,"California State University, Bakersfield (CSUB)",173093.95,5.2,85.87,237.82,87.23,4391,52495,91.64,8.36
IDND195,Georgia Highlands College,217410.67,4.7,64.2,279.73,93.36,3798,73546,94.84,5.16
IIIG659,Western Connecticut State University (WCSU),162073.12,3.2,57.93,304.88,95.12,1125,74198,98.48,1.52
IDAN167,Eastern Connecticut State University (ECSU),229937.54,5.8,80.38,348.61,96.99,2771,14668,81.11,18.89
RRME217,University of West Georgia (UWG),170580.67,7.8,78.01,204.02,84.83,4451,73120,93.91,6.09
IINI154,"University of Louisville (Louisville, U of L, or UL)",179662.77,4.6,95.71,203.98,78.39,4516,41659,89.16,10.84
NNTI702,Florida Gulf Coast University (FGCU),183897.66,7.1,97.93,210.06,96.56,1737,63811,97.28,2.72
IDDN112,Georgia Gwinnett College,186898.18,9.5,73.83,272.4,86.69,1947,19338,89.93,10.07
NITI723,Northern Kentucky University (NKU),180509.59,3.5,89.78,315.3,84.49,2888,74386,96.12,3.88
IDDI107,Southern Connecticut State University (SCSU),178646.65,8.1,61.97,213.94,99.48,4665,57224,91.85,8.15
MAEE272,"University of California, Riverside (UC Riverside)",206050.46,5.9,93.38,326.52,77.84,4545,41482,89.04,10.96
DANN197,Bainbridge State College,151259.53,4.3,97.87,224.43,89.14,4613,53683,91.41,8.59
SIIS725,"California State University, Bakersfield (CSUB)",234750.09,7.4,52.09,281.41,98.49,1206,61534,98.04,1.96
AANI149,"University of California, Berkeley (UC Berkeley)",228434.36,4.7,53.84,232.21,78.44,1850,44643,95.86,4.14
APPA498,Augusta University,234067.58,8.4,67.11,267.1,83.41,4214,56364,92.52,7.48
IDND113,Florida Polytechnic University (Florida Poly or FPU),178983.63,8.9,52.1,277.12,85.1,2794,70214,96.02,3.98
EMRA266,Central Connecticut State University (CCSU),220122.29,8.2,83.77,192.37,99.32,2392,11510,79.22,20.78
NDNN140,University of South Florida (USF),211515.85,8.0,86.44,154.27,79.27,2377,49372,95.19,4.81
TNTT797,University of Massachusetts Medical School,194851.51,3.2,57.1,294.03,77.25,3549,48547,92.69,7.31
INAA150,Georgia Southern University,238331.4,4.9,83.75,317.47,98.17,2915,47857,93.91,6.09
SIIT764,"University of California, San Diego (UC San Diego)",170758.68,8.8,85.02,190.49,96.2,4075,32266,87.37,12.63
IDND113,Georgia State University (GSU),159971.35,7.0,52.86,260.33,76.32,2009,73217,97.26,2.74
MMEM264,Fort Valley State University,172775.92,5.3,71.06,311.02,93.18,3116,49804,93.74,6.26
DDDA135,"University of California, San Diego (UC San Diego)",243396.56,5.7,80.71,207.34,85.59,1080,21444,94.96,5.04
JANJ448,"University of California, San Diego (UC San Diego)",198565.83,10.0,98.32,190.61,86.48,1788,19224,90.70,9.30
AADA186,University of Florida (UF),164553.93,1.8,92.84,186.73,82.85,1169,42246,97.23,2.77
TSIN748,Armstrong State University,240640.75,3.1,76.89,203.65,90.87,4434,46255,90.41,9.59
AINN107,Florida A&M University (Florida A&M),156569.64,7.4,80.0,224.81,75.18,2458,72420,96.61,3.39
ERRA282,"University of California, San Francisco (UCSF)",173456.37,1.3,91.87,212.69,81.45,3878,26747,85.50,14.50
ADAD196,University of Central Florida (UCF),192685.58,1.5,81.11,265.79,96.87,4545,13349,65.95,34.05
IIIG604,"California State University, Chico (Chico State)",209817.48,4.7,57.8,189.9,84.49,1807,24319,92.57,7.43
AANA150,Georgia Highlands College,187840.07,6.2,58.76,205.31,98.73,2242,14116,84.12,15.88
NTNN774,University of West Florida (UWF),154042.19,7.7,57.96,301.53,94.94,2298,13955,83.53,16.47
DDDI139,"California State University, Bakersfield (CSUB)",220570.01,6.9,61.29,293.24,83.72,1157,30796,96.24,3.76
AEME276,Middle Georgia State University,181022.06,8.8,65.14,158.48,80.3,1574,49904,96.85,3.15
IDIA128,"California State University, Chico (Chico State)",191128.53,1.2,96.5,207.66,96.89,4509,43483,89.63,10.37
ITIN716,"University of California, Riverside (UC Riverside)",230062.9,1.2,71.81,328.66,98.37,1899,72706,97.39,2.61
NIAA113,Georgia Southern University,238304.8,2.6,81.5,195.8,75.41,1796,41471,95.67,4.33
NTNT753,"University of California, San Diego (UC San Diego)",172971.24,7.7,63.5,317.84,75.6,1438,48246,97.02,2.98
DNAA178,"California State University, Channel Islands (CSUCI or CI)",182045.37,8.5,72.33,175.4,93.74,4518,27198,83.39,16.61
AMAA257,Framingham State University,211789.91,4.0,78.74,330.88,81.77,3536,70821,95.01,4.99
DADA108,University of Massachusetts Medical School,205375.87,1.5,71.96,330.92,84.39,1749,73202,97.61,2.39
SITI748,Fort Valley State University,164334.16,8.6,68.48,184.94,92.03,2015,25300,92.04,7.96
AINN190,University of Georgia (UGA),159638.52,2.5,52.43,192.33,89.45,1000,18321,94.54,5.46
PPAP491,"University of California, Santa Cruz (UC Santa Cruz)",164685.64,3.4,91.5,309.78,98.66,2419,26239,90.78,9.22
IIDA119,Framingham State University,248821.51,7.2,83.44,301.65,84.37,1634,17682,90.76,9.24
MMEM257,Kentucky State University,201537.49,4.1,89.53,254.76,95.78,2042,28723,92.89,7.11
INNA142,"University of California, San Diego (UC San Diego)",158322.64,4.3,54.9,293.6,95.16,2406,72642,96.69,3.31
NSNN701,Eastern Connecticut State University (ECSU),191456.11,2.1,75.37,293.97,76.02,3453,38954,91.14,8.86
IDDN166,Albany State University,199669.27,8.8,99.37,217.72,88.67,4186,34217,87.77,12.23
TITS787,University of Massachusetts Medical School,230707.14,9.3,65.25,179.99,87.57,1378,47067,97.07,2.93
ADNA188,University of Central Florida (UCF),159378.96,3.2,51.98,215.01,77.5,3243,29634,89.06,10.94
AEEA261,Western Connecticut State University (WCSU),190388.73,1.2,95.16,326.1,99.91,2576,70407,96.34,3.66
IDAI141,Kennesaw State University,157355.5,6.6,91.08,268.96,92.3,1610,18732,91.41,8.59
JJPA416,Eastern Connecticut State University (ECSU),174374.19,9.3,90.51,231.06,88.68,4566,35471,87.13,12.87
DNAA106,Fitchburg State University,190343.93,4.9,54.67,201.61,80.4,1516,29956,94.94,5.06
NITS714,Atlanta Metropolitan State College,165107.1,1.8,58.59,343.01,76.45,2853,40948,93.03,6.97
ADAI155,South Georgia State College (SGSC),185458.45,2.1,59.07,173.88,82.17,2977,73316,95.94,4.06
RMMR204,"University of California, San Francisco (UCSF)",238148.99,6.9,82.56,224.8,84.61,2035,18521,89.01,10.99
ANND168,Western Connecticut State University (WCSU),200291.84,5.4,92.0,281.34,89.34,1706,43327,96.06,3.94
ISST771,"California State University, Channel Islands (CSUCI or CI)",239606.81,5.3,98.13,301.06,81.08,3694,66758,94.47,5.53
NNAI138,University of Central Florida (UCF),246989.41,3.1,85.22,279.19,92.1,2608,74573,96.50,3.50
NTNN737,Florida Gulf Coast University (FGCU),154995.39,3.3,75.57,150.05,88.21,4582,49137,90.68,9.32
ADDN149,Georgia College and State University,248243.25,3.9,60.05,181.36,94.64,2931,65531,95.53,4.47
MARA284,Central Connecticut State University (CCSU),216079.49,2.8,63.15,186.43,80.53,4387,41902,89.53,10.47
DDAA129,Fort Valley State University,190677.01,5.1,74.47,227.91,75.97,4304,71104,93.95,6.05
ITNT701,University of Massachusetts Boston (UMass Boston),200923.32,6.6,73.78,204.09,87.13,3807,24243,84.30,15.70
ANAA137,Armstrong State University,204860.31,3.7,79.56,309.25,92.67,1304,25970,94.98,5.02
TNTS760,Kentucky State University,185484.98,6.0,55.02,348.25,89.98,1072,39914,97.31,2.69
NDDN113,University of West Georgia (UWG),155026.37,7.6,90.82,305.49,83.66,1012,62274,98.37,1.63
RERM280,"University of California, Los Angeles (UCLA)",176329.13,8.1,59.97,347.41,93.72,2177,59811,96.36,3.64
AINN165,Abraham Baldwin Agricultural College,229763.05,2.9,71.18,184.44,83.36,4031,16158,75.05,24.95
ITIG632,University of Massachusetts Dartmouth (UMass Dartmouth),188077.26,3.3,88.56,238.38,82.53,1628,39851,95.91,4.09
AIIA199,Florida Atlantic University (FAU),210337.99,1.7,67.52,194.08,99.68,2925,38425,92.39,7.61
PJPJ491,Fitchburg State University,152176.73,1.9,62.06,226.01,87.36,2369,48625,95.13,4.87
DAII165,Westfield State University,239275.47,5.1,86.03,179.53,80.75,1701,31624,94.62,5.38
EMMA218,Dalton State College,183893.32,9.9,84.82,259.9,77.2,2229,54401,95.90,4.10
ANAD136,University of North Georgia (UNG),199431.26,3.3,79.65,161.58,82.06,1609,61772,97.40,2.60
ISIT702,University of Massachusetts Lowell (UMass Lowell),176988.45,3.7,98.7,259.28,84.88,2143,35236,93.92,6.08
AANN108,Kentucky State University,200981.62,5.6,57.6,244.07,86.38,1159,34448,96.64,3.36
ITSN770,Middle Georgia State University,167854.52,9.1,50.78,231.3,88.52,1045,72376,98.56,1.44
NDND126,"University of California, San Francisco (UCSF)",186181.56,2.1,76.21,161.68,85.91,3265,69853,95.33,4.67
RREM257,Georgia Southwestern State University (GSW),221585.16,2.7,65.49,152.87,93.7,1298,18511,92.99,7.01
NNDD107,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",244745.39,2.0,95.19,153.89,87.43,2261,27192,91.69,8.31
NAAP469,"California State University, Channel Islands (CSUCI or CI)",154599.5,3.6,56.02,221.97,89.16,2587,72202,96.42,3.58
IDAA143,"California State University, East Bay (CSUEB)",200549.32,4.5,88.52,266.66,88.01,1991,74228,97.32,2.68
GIIT625,"University of California, Merced (UC Merced)",194921.93,6.2,70.71,237.89,83.9,2614,45822,94.30,5.70
NAAI135,University of Massachusetts Dartmouth (UMass Dartmouth),209998.5,5.1,55.58,307.09,99.05,1375,31662,95.66,4.34
EERE249,Bridgewater State University,195705.13,2.4,55.15,297.53,79.37,2583,59534,95.66,4.34
DIII113,University of Massachusetts Lowell (UMass Lowell),198275.09,8.3,70.02,248.68,95.37,4203,40540,89.63,10.37
TNST732,New College of Florida,151286.62,2.7,52.56,178.61,75.43,4459,25676,82.63,17.37
IAAA199,Massachusetts Maritime Academy,164062.03,4.5,68.87,267.77,99.04,2121,69279,96.94,3.06
STST792,Bainbridge State College,243856.75,10.0,52.54,290.05,78.69,3715,26633,86.05,13.95
DNAN176,"California State University, Channel Islands (CSUCI or CI)",224492.35,7.6,99.92,252.67,92.02,3466,42110,91.77,8.23
